model,ad_id,period,budget,target_CPA,target_conversion,conversion,CPA,budget_used,win_rate,spend,total_win,trajectory_length,CPA_violation
best_model.pt,40094971,20260207,12.328767,1.53,[5.22223499],0.0,0.0,0.0,0.0,0.0,0,37,-1.0
best_model.pt,46573939,20260207,432.71964,80.19,[3.05107332],0.0,0.0,0.0,0.0,0.0,0,72,-1.0
best_model.pt,49311445,20260207,431.85236,1.8,[279.38898166],0.0,0.0,0.0,0.0,0.0,0,65,-1.0
best_model.pt,49847522,20260207,937.1593,1.84,[756.13697984],0.0,0.0,0.0,0.0,0.0,0,66,-1.0
best_model.pt,51225207,20260207,105.26316,2.7,[3.96279239],0.0,0.0,0.0,0.0,0.0,0,72,-1.0
best_model.pt,51225953,20260207,54.45402,1.07,[16.52033907],0.0,0.0,0.0,0.0,0.0,0,31,-1.0
best_model.pt,51711872,20260207,117.17214,1.34,[105.968494],0.0,0.0,0.0,0.0,0.0,0,45,-1.0
best_model.pt,51867779,20260207,240.31079,6.1,[60.62360374],0.0,0.0,0.0,0.0,0.0,0,71,-1.0
best_model.pt,52697878,20260207,256.73526,1.7,[146.14289987],0.0,0.0,0.0,0.0,0.0,0,72,-1.0
best_model.pt,53375682,20260207,125.0,2.2,[2.06456001],0.0,0.0,0.0,0.0,0.0,0,72,-1.0
best_model.pt,53854143,20260207,571.02985,1.09,[366.8150792],0.0,0.0,0.0,0.0,0.0,0,26,-1.0
best_model.pt,54547571,20260207,31.74728,6.5,[5.58273037],0.0,0.0,0.0,0.0,0.0,0,66,-1.0
best_model.pt,55113470,20260207,420.41623,3.33,[34.42696221],0.0,0.0,0.0,0.0,0.0,0,57,-1.0
best_model.pt,55199224,20260207,78.07889,6.5,[6.50898521],0.0,0.0,0.0,0.0,0.0,0,72,-1.0
best_model.pt,55273179,20260207,148.76033,4.1,[10.45811196],0.0,0.0,0.0,0.0,0.0,0,58,-1.0
